"shop_no","rgn2_nm","content"
"726170","관악구","일식·회, 덮밥덕후, 밥집, 매콤, 국수, 깔끔, 이국적, 맑은국물, 삼겹, 가성비갑, 새우튀김, 일본느낌, 파절이삼겹정식, 국물덕후, 따끈한, 밥볶아먹기좋은, 감자튀김, 입맛없을때, 일본식삼겹덮밥, 혼밥, 고기국수, 비빔고기국수, 맛점, 연인끼리"
"728542","도봉구","고기, 한식, 돼지국밥, 수육"
"729225","강남구","일식·회, 밥집, 친구들이랑, 차슈덮밥, 직원이자신있어하는, 깔끔, 저녁, 고추장직화제육덮밥, 제육덮밥, 맑은국물, 고퀄리티, 우삼겹샐러드덮밥, 힐링푸드, 간장직화제육덮밥, 국물덕후, 간편하게먹기, 면덕후, 착한가격, 짭짤한, 혼밥, 고기국수, 얼큰해장국수, 맛점, 담백"
"736482","노원구","디저트·커피, 브런치, 커피, 빙수"
"737925","관악구","일식·회, 주말, 한끼식사되는, 덮밥덕후, 친구들이랑, 점심, 카레전문, 돈코츠라멘, 향이좋은, 가성비갑, 일본느낌, 카레우동, 따끈한, 자루냉우동, 카레, 혼밥, 튀김우동, 맛있게매운, 우동, 숨겨진맛집, 밥말아먹기좋은, 연인끼리"
"738906","광진구","일식·회, 사케동, 가츠동"
"741524","수원시 영통구","양식, 수제함바그카레라이스, 덮밥덕후, 친구들이랑, 매콤, 돈까스, 규동, 깔끔, 사시사철, 카레전문, 세트메뉴가있는, 치킨세트, 일본느낌, 가라아게마요동, 따끈한, 해산물세트, 카레, 점심에붐비는, 입맛없을때, 포크세트, 토핑이다양한, 푸짐한, 런치세트, 연인끼리"
"751829","용산구","일식·회, 한끼식사되는, 바삭바삭, 덮밥덕후, 쌀덕후, 돈까스, 규동, 점심, 가족식탁용, 아이와어른함께, 새우튀김, 일본느낌, 믹스까스동, 돈부리, 점심에붐비는, 간편하게먹기, 짭짤한, 입맛없을때, 기름진, 돈카츠, 맛점, 치즈까스동, 빨리먹을수있는"
"752257","서대문구","디저트·커피, NEW, 타마고산도, 아메리카노"
"762758","강북구","디저트·커피, 패밀리, 달콤, 여름, 이거저거다맛있음, 시원한, 디저트홀릭, 부드러운, 해쨍쨍, 폭염, 아이와어른함께, 쿼터, 입에서순삭, 하프갤론, 새콤, 버라이어티팩, 아이스크림, 사르르녹는, 간식, 맛있으면0칼로리, 아이스크림케이크, 핸드팩세트, 카페, 파인트, 연인끼리"
"762790","관악구","고기, 고기성애자, 친구들이랑, 소스가맛있는, 꿔바로우, 주당, 부드러운, 스트레스풀자, 한잔하고싶을때, 양꼬치, 향이좋은, 육즙이흐르는, 안주로딱좋은, 퇴근후, 마파두부, 불맛, 탱글탱글, 가벼운식사, 맛집사냥꾼, 향라새우"
"766462","성북구","양식, NEW, 파스타, 스테이크"
"773371","마포구","양식, NEW, 점심, 이국적, 클래식, 인스타맛집, 빵덕후, 비쥬얼, 육즙이흐르는, 프라이, 홈메이드, 여자들끼리, 수제버거, 미국식, 아메리칸푸드, 짭짤한, 기름진, 치즈가흐르는, 치즈덕후, 연인끼리"
"777131","송파구","한식, NEW, 된장찌개, 덮밥, 김밥, 돈까스김밥, 제육덮밥, 순두부찌개, , 돈까스김치나베, 김치찌개"
"779544","성남시 분당구","고기, 한식, NEW, 목살, 삼겹살"
"784194","영등포구","한식, NEW, 불쭈꾸미정식세트, 한끼식사되는, 밥집, 매콤, 해산물덕후, 코다리, 점심, 봄, 쭈꾸미, 정통한식, 매운음식덕후, 문어코다리조림, 따끈한, 밥볶아먹기좋은, 점심에붐비는, 칼칼한, 왕새우튀김, 맛있게매운, 코다리조림세트, 메밀전, 불맛, 집밥"
"795983","수원시 권선구","한식, NEW, 들깨칼국수, 왕만두, 돼지불고기, 밥집, 불고기, 속이풀리는, 점심, 바지락칼국수, 진한국물, 팥옹심이, 칼국수, 얼큰, 비빔밥, 남자들끼리, 따끈한, 점심에붐비는, 칼칼한, 푸짐한, 밥말아먹기좋은, 고향의맛"
"798406","성동구","null"
"617014","송파구","디저트·커피, 1리터아메리카노, 진짜홍콩밀크티, 홈메이드자몽티, 히비스커스티, 와사비라떼, 1인메뉴"
"626993","용산구","분식, 일식·회, 주말, 꿀맛, 덮밥덕후, 점심, 저녁, 웨이팅긴곳, 가정식, 속이든든한, 진한국물, 일본느낌, 가을, 해물볶음우동, 나가사끼짬뽕, 따끈한, 면덕후, 혼밥, 집밥, 졸맛, 1인메뉴"
"635672","강서구","한식, 저녁, 진한국물, 정통한식, 얼큰, 찬바람쌩쌩, 송년회, 미가추어탕, 워크샵, 착한가격, 혼밥, 푸짐한, , 보양식, 사무실, 겨울, 탄성자동발사, 국밥성애자, 점심, 원조, 얼큰이추어탕, 낙지덮밥, 정갈한, 재료가신선한, 따끈한, 건강해지는느낌, 버섯추어탕, 추어탕, 고향의맛"
"641982","관악구","디저트·커피, 베이글, 음료판매, 친구들이랑, 해쨍쨍, 집에서데이트, 내방, 향이좋은, 여자들끼리, 브런치, 착한가격, 간식, 아메리카노, 1인메뉴, 빨리먹을수있는, 졸맛, 사무실, 에스프레소큐브라떼, 조각케익, 시원한, 짱맛, 폭염, 카페라떼, 부담없는, 까페, 풍미가깊은, 가볍게먹기좋은, 과방, 토스트"
"672464","관악구","고기, 한식, 육식인간, 친구들이랑, 회식, 속이풀리는, 저녁, 부드러운, 프랜차이즈, 진한국물, 속이든든한, 얼큰, 아점, 뼈다귀해장국, 보양식, 사무실, 쌀쌀할때, 회사동료랑, 겨울, 밥집, 점심, 깔끔, 주당, 짱맛, 눈오는날, 가족식탁용, 부담없는, 국물덕후, 뼈다귀전골, 밥볶아먹기좋은, 야식, 숙취해소, 포차"
"677759","관악구","분식, 한강공원, 크림닭강정, 친구들이랑, 매콤, 퓨전한식, 해쨍쨍, 내방, 치콜, 후라이드닭강정, 또먹고싶다, 안주로딱좋은, 입에서순삭, 누들떡볶이, 자취생, 모듬감자튀김, 간식, 달콤닭강정, 점저, 연인끼리, 재주문욕구, 꿀맛, 바삭바삭, 치느님, 캠퍼스안, 감자튀김, 단골폭발, 닭강정, 매콤닭강정, 치맥"
"681732","강서구","디저트·커피, 자몽에이드, 달콤, 음료판매, 깔끔, 시원한, 해쨍쨍, 프랜차이즈, 향이좋은, 카푸치노, 망고스무벨라, 부담없는, 가볍게먹기좋은, 세젤맛, 허니브레드, 간편하게먹기, 착한가격, 사르르녹는, 그린티프라노베, 간식, 혼디, 동아리방, 카페, 빨리먹을수있는, 사무실, 취향저격"
"706646","중구","디저트·커피, 할라피뇨그릴드멜팅치즈, 큐브데니쉬, 스트로베리익스트림스무디, 오렌지레볼루션스무디, 슬림앤슬림다크초코스무디, 아메리카노"
"708870","서초구","한식, 쭈꾸미, 비빔밥"
"718050","부천시","디저트·커피, 와플, 빙수"
"718879","부천시","고기, 한식, 불고기, 육회비빔밥"
"722662","용산구","고기, 양식, 오리지널탭하우스버거, 한강공원, 바삭바삭, 저녁, 바비큐폭립, 한잔하고싶을때, 육즙이흐르는, 안주로딱좋은, 동창모임, 입에서순삭, 피자, 송년회, 크래프트웍스오리지널, 크림치즈허니, 폭식하는날, 스파이시크리스피치킨, 짭짤한, 맥앤치즈, 야식, 튀김덕후, 펍, 치맥"
"725654","성북구","분식, 한식, 제육, 닭갈비"
"726113","고양시 일산동구","한식, 낙지비빔밥, 동태탕"
"726234","은평구","디저트·커피, 토스트파니니, 자몽차"
"727374","성남시 분당구","아시안, 쌀국수, 팟타이"
"731909","강남구","양식, 수요미식회, 단짠단짠, 유럽식, 브루클린스베스트피자, 이탈리안레스토랑, 친구들이랑, 입소문난, 점심, 하이엔드, 저녁, 이국적, 피맥, 웨이팅긴곳, 핫버팔로, 미식트립, 페퍼로니피자, 뉴욕슈프림피자, 피자, 여자들끼리, 풍미가깊은, 플레인치즈피자, 맛있으면0칼로리, 스피니치알프레도피자, 밀가루덕후, 연인끼리"
"732257","수원시 영통구","디저트·커피, 양식, 아삭아삭, BLTE샌드위치, 한끼식사되는, 여름, 비프샐러드피자, 이탈리안레스토랑, 음료판매, 선선할때, 이국적, 해쨍쨍, 날치알로제파스타, 세트메뉴가있는, 폭염, 까르보나라파스타, 드레싱이맛있는, 샐러드바, 갈릭해물볶음밥, 하드롤, 가을, 샐러드피자, 여자들끼리, 재료가신선한, 고급스러운, 빼쉐, 분위기낼때, 밀가루덕후, 연인끼리"
"733099","수원시 영통구","고기, 한강공원, 매콤, 깔끔, 튀김똥집, 양념치킨, 초복중복말복, 세트메뉴가있는, 해쨍쨍, 한잔하고싶을때, 나들이, 편맥과함께, 새우튀김, 간장치킨, TV맛집, 마늘간장치킨, 야구장, 짭짤한, 튀김덕후, 고소한, 치맥, 맛집사냥꾼, 후라이드"
"734523","용산구","아시안, 고향의맛, 치킨데리야끼, 한끼식사되는, 베이크드홍합, 친구들이랑, 매콤, 이얼리어네어롤, 깔끔, 낮술, 주당, 한잔하고싶을때, 마운트한라롤, 일본느낌, 안주로딱좋은, 여자들끼리, 호도리롤, 캘리포니아롤, 일식전문, 분위기낼때, 맛점, 연인끼리"
"737724","종로구","일식·회, 돈가츠, 돈까스"
"741059","강북구","고기, 한식, 얼큰이국밥, 밥집, 친구들이랑, 국밥성애자, 속이풀리는, 점심, 골뱅이보쌈, 물밀면, 사골떡만두국, 국물덕후, 냉채족발, 아지매국밥, 남자들끼리, 따끈한, 쫄깃쫄깃, 적당한, 비빔밀면, 야식, 송파주민인정, 푸짐한, 고소한, 탱글탱글, 밥말아먹기좋은, 순대국밥"
"741756","종로구","디저트·커피, 아이스크림, 케이크"
"742019","종로구","디저트·커피, 아이스크림, 케이크"
"748105","성남시 분당구","분식, 오뎅, 떡볶이"
"749852","은평구","디저트·커피, NEW, 핫도그, 고로케"
"754270","구로구","null"
"754624","노원구","디저트·커피, NEW, 드립커피, 아메리카노"
"759738","용산구","일식·회, NEW, 초밥, 카츠동, 치즈돈까스, 대구탕, 사시미, 회덮밥"
"762011","도봉구","아시안, NEW, 쌀국수, 껌승"
"763816","구로구","아시안, 한식, 생선구이, 생선조림"
"769791","수원시 팔달구","양식, NEW, 수제돈까스, 까르보나라"
"774271","마포구","일식·회, NEW, 김치돈까스나베, 회사동료랑, 한끼식사되는, 덮밥덕후, 바삭바삭, 매콤, 돈까스, 규동, 스테이크덮밥, 깔끔, 점심, 내방, 부담없는, 국물덕후, 생연어덮밥, 간편하게먹기, 면덕후, 짭짤한, 덮밥, 일식전문, 가츠동, 사무실"
"790714","광진구","고기, 아시안, NEW, 팟타이, 반미"
"798912","용산구","null"
"632527","강남구","고기, 한식, 심야식당, 쌀쌀할때, 회사동료랑, 겨울, 음료판매, 고기성애자, 회식, 막창구이, 헤비한메뉴, 부드러운, 대창구이, 가성비갑, 육즙이흐르는, 안주로딱좋은, 속이든든한, 스페셜모듬, 밥볶아먹기좋은, 대박, 부속한판, 양밥, 퇴근후, 야식, 고소한, 사무실, 포차"
"640266","관악구","디저트·커피, 한식, 간이약한, 저녁, 반찬랜덤, 착한가격, 혼밥, 아점, 아메리카노, 푸짐한, 제육볶음도시락, 집밥, 점저, 졸맛, 레알인정, 밥집, 입소문난, 깔끔, 가족식탁용, 아이와어른함께, 가정식, 가성비갑, 카페라떼, 레몬에이드, 대박, 퇴근후, 김치볶음컵밥, 햄에그샌드위치, 건강해지는느낌, 친환경, 갓집밥, 담백"
"650947","동작구","일식·회, 담백, 엄지척, 친구들이랑, 일본느낌, 연어초밥, 여자들끼리, 남자들끼리, 착한가격, 혼밥, 특모듬초밥, 푸짐한, 일식전문, 회덮밥, 점저, 맛점, 모듬초밥, 바삭바삭, 점심, 깔끔, 초밥정식, 짱맛, 세트메뉴가있는, 가성비갑, 부담없는, 갓스시, 대박, 튀김덕후, 런치세트, 취향저격"
"670332","관악구","분식, 디저트·커피, 한강공원, 친구들이랑, 사시사철, 야채핫도그, 서울버켓, 핫도그, 프랜차이즈, 내방, 나들이, 아이와어른함께, 또먹고싶다, 부담없는, 입에서순삭, 여자들끼리, 가볍게먹기좋은, 서울핫도그, 착한가격, 쫀득, 아메리칸푸드, 튀김덕후, 간식, 메이플치즈핫도그, 과방, 고소한, 빨리먹을수있는"
"686074","강남구","고기, 한식, 평양냉면, 엄지척, 입소문난, 사시사철, 외국인친구랑, 점심, 저녁, 깔끔, 촉촉, 내방, 가족식탁용, 가정식, 정통한식, 갈비탕, 정갈한, 풍미가깊은, 재료가신선한, 따끈한, 손님접대, 돼지갈비, 푸짐한, 파인다이닝, 레알인정"
"688547","양천구","고기, 한식, 한강공원, 매콤, 닭갈비, 회식, 저녁, 퓨전한식, 속이든든한, 얼큰, 찬바람쌩쌩, 송년회, 남자들끼리, 워크샵, 폭식하는날, 물막국수, 비빔막국수, 이색맛집, 밥집, 점심, 고자극적인, 가성비갑, 부담없는, 매운음식덕후, 재료가신선한, 세젤맛, 밥볶아먹기좋은, 숯불닭갈비, 단골폭발, 숙취해소"
"696273","강북구","일식·회, 모듬초밥, 스페셜초밥, 친구들이랑, 엄지척, 입소문난, 점심, 저녁, 특선초밥, 내방, 가족식탁용, 캠퍼스안, 일본느낌, 연어초밥, 초밥, 재료가신선한, 갓스시, 저칼로리, 대박, 연어덮밥, 착한가격, 건강해지는느낌, 모듬회, 일식전문, 사무실, 연인끼리"
"705259","강서구","디저트·커피, 패밀리, 달콤, 여름, 친구들이랑, 부드러운, 프랜차이즈, 나들이, 내방, 생일파티, 입에서순삭, 하프갤론, 여자들끼리, 아이스크림, 사르르녹는, 간식, 혼디, 카페, 상큼, 연인끼리, 겨울, 디저트홀릭, 눈오는날, 폭염, 아이와어른함께, 쿼터, 부담없는, 가볍게먹기좋은, 버라이어티팩, 퇴근후, 맛있으면0칼로리, 아이스크림케이크, 파인트"
"705271","종로구","디저트·커피, 요거트, 주말, 여름, 직원이자신있어하는, 해쨍쨍, 프랜차이즈, 나들이, 저칼로리, 입맛없을때, 자취생, 혼밥, 혼디, 간식, 카페, 상큼, 썸남썸녀랑, 깔끔, 시원한, 디저트홀릭, 다이어터, 짱맛, 봄, 스무디, 가볍게먹기좋은, 재료가신선한, 간편하게먹기, 야구장, 담백"
"727842","부천시","한식, 제육볶음"
"730130","영등포구","아시안, 쌀국수, 볶음밥"
"733473","부평구","일식·회, 기분내기, 친구들이랑, 해산물덕후, 참치회, 저녁, 부드러운, 세트메뉴가있는, 특초밥, 가성비갑, 부담없는, 초밥, 재료가신선한, 참다랑어초밥, 맛있으면0칼로리, 일식전문, 고소한, 탱글탱글, 가벼운식사, 맛점"
"740753","부천시","null"
"741704","용산구","아시안, NEW, 소고기쌀국수, 쌀국수, 한끼식사되는, 쌀덕후, 입소문난, 이국적, 돼지목살반미, 반미, 맑은국물, 향이좋은, 가성비갑, 고퀄리티, 동남아음식, 여자들끼리, 국물덕후, 새우게살볶음밥, 따끈한, 팟타이, 짭짤한, 탱글탱글, 포포유콤비네이션, 맛점"
"744303","성북구","고기, 모듬꼬치, 닭꼬치"
"754802","부평구","디저트·커피, NEW, 디저트, 아메리카노"
"759235","성북구","아시안, NEW, 탕수육, 마라탕"
"759880","성북구","한식, NEW, 매운탕, 해장국"
"761537","성남시 분당구","디저트·커피, 더치커피, 핸드드립"
"782897","광진구","디저트·커피, NEW, 에이드, 청"
"786647","강남구","null"
"787338","부평구","고기, 한식, NEW, 돼지갈비찜, 닭도리탕"
"790569","송파구","한식, NEW, 칼국수, 감자전"
"793430","고양시 덕양구","고기, 한식, NEW, 육회, 김치두루치기"
"793821","종로구","한식, NEW, 철판볶음, 부대찌개"
"800231","부평구","디저트·커피, NEW, 과일주스, 주스"
"597944","송파구","아시안, 매콤, 향이좋은, 탄두리치킨한마리, 특이한메뉴, 여자들끼리, 버터치킨, 착한가격, 기념일, 송파주민인정, 인도음식, 푸짐한, 이색맛집, 사무실, 연인끼리, 사시사철, 점심, 이국적, 갈릭난, 버터커리, 풍미가깊은, 재료가신선한, 빨락빠니르, 대박, 점심에붐비는, 야채브리야니, 탄두리치킨, 런치세트, 숨겨진맛집"
"624996","용산구","양식, 아삭아삭, 한강공원, 치킨케밥, 친구들이랑, 탄성자동발사, 직원이자신있어하는, 점심, 이국적, 시원한, 양고기케밥, 먹방BJ, 부담없는, 특이한메뉴, 풍미가깊은, 꿀조합, 재료가신선한, 저칼로리, 혼밥, 인도음식, 간식, 건강해지는느낌, 동아리방, 이색맛집, 가벼운식사, 빨리먹을수있는"
"643316","서초구","한식, 담백, 주말, 간이약한, 저녁, 진한국물, 삼묵이, 육즙이흐르는, 입에서순삭, 얼큰, 고된이, 고불이, 혼밥, 고알이, 푸짐한, 쌀쌀할때, 꿀맛, 겨울, 밥집, 깔끔, 점심, 가정식, 생선구이, 정갈한, 따끈한, 삼순이, 고묵이, 된장찌개, 고소한, 고향의맛"
"668086","강동구","양식, 치즈듬뿍로제소스스파게티, 저녁, 얼리먹답터, 속이든든한, 특이한메뉴, 플랫브레드, 쭈꾸미삼겹살스파게티, 시금치플랫브레드, 레알인정, 사무실, 연인끼리, 썸남썸녀랑, 이탈리안레스토랑, 사시사철, 점심, 깔끔, 갈릭크림새우리조또, 촉촉, 세트메뉴가있는, 가성비갑, 고퀄리티, 정갈한, 스파게티, 풍미가깊은, 재료가신선한, 세젤맛, 리코타청포도샐러드, 파인다이닝"
"670460","마포구","양식, 칠리라이스, 음료판매, 치즈칠리감자, 육즙이흐르는, 여자들끼리, 치즈베이컨버거, 남자들끼리, 브런치, 수제버거, 미국식, 갓버거, 혼밥, 졸맛, 연인끼리, 감싸롱버거, 입소문난, 점심, 세트메뉴가있는, 가족식탁용, 아이와어른함께, 가성비갑, 부담없는, 치킨샐러드, 가볍게먹기좋은, 재료가신선한, 애니멀버거, 따끈한, 버거"
